1,A,D,False
2,A,C,False
3,B,C,False
4,D,C,False
5,D,B,False
6,D,D,True
7,C,A,False
8,B,B,True
9,A,A,True
10,B,D,False
11,A,D,False
12,C,D,False
13,D,C,False
14,A,B,False
15,A,A,True
16,A,A,True
17,C,B,False
18,C,C,True
19,C,C,True
20,B,A,False
21,B,B,True
22,B,C,False
23,C,A,False
24,A,C,False
25,C,D,False
26,A,B,False
27,C,C,True
28,D,A,False
29,A,B,False
30,C,C,True
31,D,D,True
32,C,C,True
33,B,A,False
34,A,D,False
35,B,C,False
36,D,A,False
37,B,D,False
38,A,C,False
39,C,C,True
40,D,C,False
41,B,B,True
42,B,A,False
43,D,A,False
44,A,A,True
45,B,B,True
46,B,A,False
47,C,A,False
48,A,A,True
49,C,A,False
50,D,A,False
51,C,C,True
52,B,B,True
53,C,B,False
54,D,D,True
55,C,C,True
56,A,A,True
57,D,C,False
58,C,D,False
59,C,C,True
60,B,C,False
61,B,A,False
62,A,D,False
63,B,C,False
64,D,B,False
65,C,B,False
66,D,D,True
67,B,B,True
68,D,C,False
69,D,D,True
70,A,C,False
71,D,C,False
72,B,B,True
73,A,B,False
74,D,A,False
75,C,C,True
76,A,A,True
77,A,A,True
78,C,C,True
79,A,D,False
80,C,C,True
81,A,A,True
82,C,A,False
83,C,D,False
84,C,C,True
85,C,C,True
86,A,C,False
87,A,C,False
88,B,A,False
89,B,B,True
90,C,B,False
91,A,A,True
92,C,B,False
93,A,C,False
94,B,A,False
95,C,A,False
96,C,C,True
97,B,B,True
98,D,A,False
99,A,C,False
100,D,D,True
101,B,B,True
102,A,A,True
103,B,B,True
104,A,A,True
105,B,C,False
106,D,B,False
107,D,A,False
108,D,C,False
109,C,C,True
110,A,D,False
111,B,C,False
112,D,D,True
113,B,C,False
