0.21875,0.21212121212121213
0.4375,0.42424242424242425
0.78125,0.7575757575757576
0.78125,0.7575757575757576
0.71875,0.696969696969697
0.75,0.7272727272727273
0.46875,0.45454545454545453
0.53125,0.5151515151515151
0.375,0.36363636363636365
0.25,0.24242424242424243
0.34375,0.3333333333333333
0.21875,0.21212121212121213
0.46875,0.45454545454545453
0.34375,0.3333333333333333
0.25,0.24242424242424243
0.46875,0.45454545454545453
0.21875,0.21212121212121213
0.4375,0.42424242424242425
0.40625,0.3939393939393939
0.34375,0.3333333333333333
0.40625,0.3939393939393939
0.65625,0.6363636363636364
0.46875,0.45454545454545453
0.25,0.24242424242424243
0.28125,0.2727272727272727
