0.09375,0.09090909090909091
0.5,0.48484848484848486
0.25,0.24242424242424243
0.25,0.24242424242424243
0.28125,0.2727272727272727
0.25,0.24242424242424243
0.28125,0.2727272727272727
0.40625,0.3939393939393939
0.375,0.36363636363636365
0.125,0.12121212121212122
0.28125,0.2727272727272727
0.4375,0.42424242424242425
0.5,0.48484848484848486
0.71875,0.696969696969697
0.21875,0.21212121212121213
0.5,0.48484848484848486
0.5625,0.5454545454545454
0.46875,0.45454545454545453
0.46875,0.45454545454545453
0.5625,0.5454545454545454
0.5625,0.5454545454545454
0.3125,0.30303030303030304
0.46875,0.45454545454545453
0.375,0.36363636363636365
0.25,0.24242424242424243
